Id,Class
59225,ruGPT3-Small
59227,M2M-100
59239,M-BART50
59243,Human
59245,OPUS-MT
59246,Human
59247,Human
59251,mT5-Large
59252,Human
59253,M-BART50
59255,ruGPT3-Small
59257,Human
59265,Human
59266,M2M-100
59267,M2M-100
59277,Human
59282,M-BART50
59285,Human
59288,OPUS-MT
59289,M-BART50
59290,ruGPT3-Small
59292,Human
59293,M-BART50
59294,Human
59298,M2M-100
59299,ruGPT3-Medium
59300,Human
59304,mT5-Small
59307,Human
59308,Human
59312,M2M-100
59313,ruGPT3-Large
59315,mT5-Large
59316,M-BART50
59317,ruGPT3-Medium
59319,Human
59320,Human
59325,ruT5-Base
59331,Human
59335,OPUS-MT
59336,M-BART50
59338,M-BART50
59341,OPUS-MT
59345,Human
59346,ruGPT3-Small
59348,ruGPT3-Small
59349,ruGPT3-Large
59356,ruGPT3-Medium
59361,Human
59363,Human
59364,ruT5-Large
59366,Human
59377,OPUS-MT
59380,Human
59382,Human
59383,M-BART50
59384,OPUS-MT
59385,ruGPT3-Medium
59387,ruGPT3-Large
59389,ruT5-Base-Multitask
59392,mT5-Small
59398,ruGPT3-Small
59399,ruGPT2-Large
59402,Human
59406,M-BART50
59407,Human
59413,Human
59414,mT5-Large
59418,Human
59420,Human
59425,mT5-Large
59427,Human
59436,Human
59448,ruGPT2-Large
59449,Human
59458,M-BART
59465,ruGPT3-Large
59470,OPUS-MT
59476,ruGPT3-Medium
59477,mT5-Large
59478,Human
59479,M-BART50
59487,M2M-100
59488,Human
59495,ruGPT3-Large
59497,ruGPT3-Large
59498,ruGPT3-Large
59500,ruGPT3-Medium
59502,M2M-100
59503,ruGPT3-Large
59504,Human
59507,OPUS-MT
59512,ruGPT3-Medium
59516,OPUS-MT
59522,Human
59526,Human
59527,Human
59536,Human
59541,Human
59546,OPUS-MT
59549,OPUS-MT
59551,M2M-100
59559,ruGPT3-Small
59565,M2M-100
59569,Human
59571,M2M-100
59574,OPUS-MT
59577,Human
59582,Human
59587,ruGPT3-Medium
59588,Human
59590,M-BART50
59592,Human
59598,ruGPT3-Medium
59612,M-BART50
59619,M2M-100
59623,Human
59634,M2M-100
59638,Human
59642,ruGPT3-Large
59651,Human
59652,Human
59656,Human
59660,Human
59665,Human
59666,Human
59667,Human
59669,ruGPT2-Large
59671,ruGPT2-Large
59673,Human
59677,M-BART50
59678,ruGPT2-Large
59684,M2M-100
59685,M2M-100
59687,ruGPT3-Large
59691,OPUS-MT
59695,Human
59698,M-BART50
59701,ruGPT3-Small
59702,ruGPT3-Large
59703,M-BART50
59705,Human
59706,Human
59707,Human
59708,Human
59713,Human
59727,Human
59732,Human
59736,M-BART50
59737,ruGPT3-Large
59738,ruGPT2-Large
59741,ruGPT3-Medium
59742,Human
59743,Human
59744,Human
59745,ruGPT3-Medium
59746,Human
59755,ruGPT3-Medium
59758,Human
59762,ruT5-Large
59763,ruGPT3-Small
59776,Human
59783,Human
59785,Human
59786,Human
59787,Human
59789,ruT5-Base
59792,Human
59798,Human
59800,M2M-100
59804,ruGPT3-Medium
59807,ruGPT3-Small
59808,mT5-Large
59809,M-BART50
59810,ruGPT3-Large
59815,Human
59817,Human
59819,Human
59828,ruGPT3-Large
59835,ruGPT2-Large
59836,ruGPT2-Large
59841,Human
59843,M-BART50
59846,OPUS-MT
59847,OPUS-MT
59856,M2M-100
59858,ruT5-Large
59862,ruGPT3-Medium
59866,Human
59867,ruGPT3-Medium
59875,M2M-100
59876,Human
59879,Human
59888,M2M-100
59891,Human
59893,Human
59894,mT5-Large
59903,M-BART50
59909,ruGPT3-Small
59910,OPUS-MT
59916,Human
59922,M-BART50
59926,ruGPT3-Large
59927,OPUS-MT
59928,M2M-100
59932,Human
59935,ruGPT3-Small
59937,ruGPT3-Small
59947,M-BART50
59949,Human
59951,Human
59952,Human
59958,M-BART50
59959,ruGPT3-Medium
59960,M2M-100
59965,M2M-100
59966,Human
59967,Human
59968,Human
59971,ruGPT3-Large
59973,Human
59976,Human
59980,Human
59981,Human
59987,Human
59990,Human
59993,M-BART50
59995,ruGPT3-Medium
59996,OPUS-MT
59997,ruGPT3-Large
60006,Human
60013,OPUS-MT
60016,Human
60018,Human
60019,mT5-Large
60023,Human
60025,OPUS-MT
60031,OPUS-MT
60033,ruGPT3-Medium
60036,M-BART
60042,Human
60045,Human
60046,M-BART50
60048,ruGPT3-Small
60050,OPUS-MT
60051,ruT5-Base-Multitask
60054,ruGPT3-Medium
60056,Human
60057,Human
60062,Human
60067,Human
60068,Human
60072,mT5-Small
60078,ruGPT3-Small
60080,Human
60081,ruGPT3-Large
60084,ruT5-Base
60087,Human
60088,Human
60097,M-BART50
60100,mT5-Small
60101,Human
60106,OPUS-MT
60108,ruGPT3-Large
60110,ruT5-Base
60111,Human
60116,Human
60120,Human
60127,ruGPT3-Large
60129,M2M-100
60131,Human
60140,Human
60144,OPUS-MT
60146,OPUS-MT
60150,ruT5-Base-Multitask
60151,mT5-Small
60155,M-BART50
60159,ruGPT3-Small
60163,Human
60164,Human
60168,M-BART50
60169,Human
60172,M2M-100
60176,M2M-100
60178,ruT5-Base
60182,Human
60185,Human
60192,Human
60193,Human
60197,M-BART
60201,mT5-Large
60202,ruGPT3-Small
60210,M2M-100
60213,Human
60217,M2M-100
60219,M-BART50
60220,M2M-100
60223,Human
60238,OPUS-MT
60242,Human
60248,Human
60249,Human
60252,M2M-100
60253,M2M-100
60257,ruT5-Base-Multitask
60260,OPUS-MT
60261,M2M-100
60269,ruGPT3-Large
60271,M2M-100
60273,Human
60275,ruT5-Base
60276,ruGPT3-Large
60277,OPUS-MT
60279,OPUS-MT
60281,ruGPT3-Small
60283,ruGPT3-Medium
60284,M-BART50
60287,Human
60288,Human
60292,Human
60294,OPUS-MT
60296,Human
60307,Human
60308,Human
60311,OPUS-MT
60315,Human
60333,OPUS-MT
60341,M-BART50
60344,ruGPT3-Medium
60345,mT5-Small
60350,ruGPT3-Medium
60351,M-BART
60352,M-BART
60356,Human
60359,mT5-Large
60360,OPUS-MT
60367,ruGPT3-Large
60372,Human
60379,M-BART50
60391,Human
60392,M-BART
60397,OPUS-MT
60398,Human
60404,ruGPT3-Small
60410,mT5-Small
60413,ruGPT3-Small
60414,Human
60415,Human
60420,M2M-100
60425,OPUS-MT
60427,OPUS-MT
60428,ruGPT3-Small
60434,OPUS-MT
60437,Human
60438,ruGPT2-Large
60447,ruGPT3-Small
60448,ruT5-Base-Multitask
60452,ruT5-Large
60455,Human
60460,OPUS-MT
60464,Human
60468,Human
60469,Human
60476,M2M-100
60478,OPUS-MT
60480,M2M-100
60483,ruGPT2-Large
60485,M-BART50
60486,Human
60488,ruGPT3-Large
60491,Human
60498,Human
60503,Human
60508,M-BART50
60514,Human
60518,ruGPT2-Large
60520,Human
60522,ruGPT3-Small
60525,ruGPT3-Large
60528,M2M-100
60532,ruGPT3-Small
60534,Human
60536,Human
60537,M-BART50
60541,mT5-Large
60544,Human
60549,Human
60551,M2M-100
60559,ruGPT3-Large
60561,Human
60562,M2M-100
60565,Human
60567,Human
60568,M2M-100
60571,OPUS-MT
60577,Human
60580,Human
60581,Human
60583,ruGPT3-Large
60586,Human
60587,Human
60589,Human
60591,Human
60593,Human
60594,Human
60599,ruT5-Base
60603,M-BART50
60609,Human
60611,mT5-Large
60612,Human
60614,Human
60618,mT5-Small
60619,mT5-Large
60623,OPUS-MT
60625,M2M-100
60626,M-BART50
60627,Human
60630,Human
60632,ruGPT3-Small
60634,Human
60637,Human
60638,mT5-Small
60639,M-BART50
60640,Human
60641,ruT5-Base
60644,M-BART50
60647,ruGPT3-Medium
60651,Human
60656,ruGPT3-Medium
60658,ruGPT3-Small
60668,M2M-100
60669,ruT5-Large
60670,M-BART50
60676,Human
60683,Human
60685,M-BART50
60686,Human
60689,ruGPT3-Large
60695,ruGPT3-Small
60701,Human
60702,ruGPT3-Large
60711,Human
60718,OPUS-MT
60722,mT5-Small
60729,ruGPT3-Large
60732,ruGPT3-Large
60737,ruGPT3-Small
60738,Human
60743,Human
60744,M-BART50
60751,Human
60752,ruGPT3-Large
60757,M2M-100
60758,Human
60760,Human
60761,ruGPT3-Large
60764,Human
60767,OPUS-MT
60771,M-BART50
60773,Human
60775,Human
60779,ruGPT3-Large
60791,Human
60795,Human
60801,M-BART50
60804,ruGPT3-Large
60811,Human
60813,Human
60821,Human
60826,M-BART50
60827,ruGPT3-Large
60830,Human
60833,Human
60834,Human
60835,OPUS-MT
60838,OPUS-MT
60840,Human
60841,OPUS-MT
60843,Human
60845,M2M-100
60847,ruGPT3-Small
60848,Human
60852,OPUS-MT
60855,OPUS-MT
60861,Human
60862,ruGPT3-Medium
60863,Human
60868,Human
60872,OPUS-MT
60873,ruGPT3-Medium
60876,OPUS-MT
60879,M-BART50
60880,mT5-Large
60881,Human
60882,ruGPT3-Large
60887,Human
60889,ruGPT3-Large
60890,M-BART50
60893,M-BART
60901,Human
60902,Human
60904,ruGPT3-Medium
60907,Human
60911,mT5-Small
60912,OPUS-MT
60919,M-BART50
60920,ruGPT2-Large
60921,M2M-100
60922,mT5-Large
60924,M-BART
60925,Human
60930,Human
60931,Human
60933,OPUS-MT
60935,M2M-100
60939,Human
60942,M2M-100
60944,OPUS-MT
60948,OPUS-MT
60951,Human
60952,Human
60956,OPUS-MT
60961,Human
60965,mT5-Small
60966,M-BART50
60975,M-BART
60978,M-BART50
60980,Human
60986,Human
60987,ruGPT3-Large
60990,Human
60992,Human
60994,M-BART50
60995,ruGPT3-Medium
60996,Human
60999,OPUS-MT
61004,mT5-Small
61005,Human
61006,M2M-100
61012,Human
61014,mT5-Large
61017,OPUS-MT
61020,Human
61021,M2M-100
61023,Human
61025,Human
61027,M2M-100
61041,Human
61045,M-BART50
61046,OPUS-MT
61053,Human
61054,Human
61055,Human
61056,Human
61058,Human
61059,M-BART
61060,M-BART50
61062,Human
61064,Human
61065,Human
61067,M-BART50
61068,ruGPT3-Small
61072,M-BART50
61077,ruGPT3-Small
61092,ruGPT2-Large
61101,M-BART
61110,OPUS-MT
61111,M-BART50
61112,M2M-100
61117,mT5-Large
61121,ruGPT3-Large
61124,Human
61126,Human
61129,ruGPT3-Small
61133,M2M-100
61134,M-BART50
61137,Human
61138,Human
61139,ruGPT3-Large
61141,Human
61143,M2M-100
61144,Human
61150,ruGPT3-Medium
61152,ruGPT2-Large
61156,Human
61160,ruGPT3-Small
61162,ruGPT3-Medium
61163,Human
61170,ruGPT3-Small
61172,Human
61174,ruGPT3-Small
61178,M-BART
61180,ruGPT2-Large
61186,OPUS-MT
61195,Human
61197,Human
61201,Human
61206,ruGPT3-Small
61207,ruT5-Large
61210,mT5-Small
61212,Human
61213,ruGPT3-Small
61215,OPUS-MT
61216,OPUS-MT
61217,ruGPT3-Small
61219,M2M-100
61220,Human
61222,Human
61228,Human
61229,Human
61237,mT5-Large
61243,ruT5-Large
61254,Human
61259,Human
61260,OPUS-MT
61262,M2M-100
61264,ruGPT3-Large
61270,Human
61277,ruGPT3-Small
61278,OPUS-MT
61280,ruGPT3-Small
61288,ruGPT2-Large
61290,OPUS-MT
61295,Human
61298,ruT5-Base
61301,Human
61311,ruGPT2-Large
61312,OPUS-MT
61313,Human
61316,mT5-Large
61321,M2M-100
61331,ruGPT3-Small
61334,ruGPT3-Large
61336,Human
61342,M2M-100
61351,ruT5-Base
61352,ruGPT3-Small
61355,Human
61359,M-BART50
61363,Human
61365,Human
61366,ruGPT3-Large
61372,OPUS-MT
61376,Human
61380,M-BART50
61386,Human
61389,Human
61394,ruGPT3-Large
61398,M2M-100
61402,OPUS-MT
61405,M-BART50
61408,OPUS-MT
61410,ruGPT3-Medium
61416,Human
61417,M-BART50
61421,Human
61425,Human
61426,Human
61433,M2M-100
61434,M2M-100
61439,ruGPT3-Large
61440,M2M-100
61448,Human
61449,M-BART50
61459,Human
61465,M2M-100
61470,ruGPT3-Medium
61479,Human
61483,Human
61487,OPUS-MT
61491,Human
61492,OPUS-MT
61497,Human
61498,M-BART50
61502,ruGPT3-Large
61507,Human
61509,Human
61511,M-BART50
61515,OPUS-MT
61519,Human
61520,M2M-100
61526,ruGPT3-Large
61527,M-BART50
61533,ruGPT3-Small
61540,M2M-100
61543,Human
61545,Human
61546,ruGPT3-Large
61549,mT5-Large
61550,ruGPT3-Large
61552,ruGPT2-Large
61560,M2M-100
61561,OPUS-MT
61564,mT5-Large
61573,ruGPT3-Large
61575,M-BART50
61576,Human
61585,Human
61588,ruGPT3-Medium
61598,M2M-100
61603,M-BART
61604,Human
61607,ruT5-Large
61611,Human
61615,Human
61618,ruGPT3-Large
61620,M-BART50
61621,ruGPT3-Large
61622,M-BART
61623,ruGPT3-Medium
61624,ruT5-Base
61629,ruGPT3-Medium
61630,M-BART50
61635,ruGPT3-Large
61639,M2M-100
61640,M-BART50
61641,ruGPT3-Small
61643,ruGPT3-Small
61647,Human
61654,Human
61660,Human
61662,M2M-100
61668,M-BART50
61669,mT5-Large
61673,Human
61677,Human
61682,Human
61686,OPUS-MT
61688,ruGPT3-Small
61690,ruGPT3-Small
61709,Human
61711,Human
61714,OPUS-MT
61718,OPUS-MT
61724,Human
61727,Human
61728,OPUS-MT
61732,Human
61736,Human
61737,Human
61738,ruGPT3-Large
61742,OPUS-MT
61743,M2M-100
61748,M2M-100
61751,Human
61753,M2M-100
61755,Human
61757,M-BART50
61761,M-BART50
61764,ruGPT2-Large
61769,M2M-100
61770,Human
61772,Human
61775,OPUS-MT
61784,ruT5-Large
61785,M-BART50
61787,ruGPT3-Large
61789,Human
61791,Human
61793,M2M-100
61796,Human
61801,ruGPT2-Large
61802,ruGPT2-Large
61805,OPUS-MT
61807,Human
61808,Human
61812,M2M-100
61815,Human
61816,M-BART
61819,mT5-Large
61821,M2M-100
61822,M-BART50
61824,ruT5-Large
61825,ruGPT3-Large
61827,ruGPT3-Large
61828,M2M-100
61832,ruGPT2-Large
61835,Human
61841,Human
61846,mT5-Large
61847,ruGPT3-Large
61848,ruGPT3-Large
61853,Human
61858,ruGPT3-Medium
61864,M2M-100
61869,Human
61870,M-BART
61871,Human
61875,Human
61880,M2M-100
61883,Human
61888,mT5-Large
61897,Human
61903,M2M-100
61906,M2M-100
61907,ruGPT3-Large
61908,Human
61914,Human
61915,M-BART50
61921,M-BART50
61923,mT5-Small
61924,M-BART
61927,M-BART50
61931,OPUS-MT
61939,Human
61953,ruGPT3-Medium
61957,Human
61961,M2M-100
61962,OPUS-MT
61964,M-BART50
61966,Human
61967,mT5-Large
61969,M2M-100
61970,Human
61971,Human
61972,M-BART50
61974,ruGPT3-Medium
61977,M-BART50
61979,Human
61985,M2M-100
61986,Human
61991,M2M-100
61992,ruT5-Base-Multitask
62002,M-BART50
62013,ruGPT3-Large
62020,Human
62021,M-BART
62022,Human
62031,Human
62032,ruGPT3-Large
62038,M2M-100
62039,M-BART50
62043,ruGPT3-Large
62051,Human
62055,mT5-Large
62062,ruT5-Base-Multitask
62067,M-BART
62072,Human
62079,Human
62080,Human
62103,Human
62108,OPUS-MT
62109,ruGPT3-Small
62113,ruGPT3-Medium
62123,OPUS-MT
62124,ruGPT3-Large
62125,M-BART50
62132,ruGPT3-Medium
62135,ruT5-Base
62137,mT5-Small
62138,Human
62144,Human
62149,Human
62153,Human
62158,ruGPT3-Small
62164,ruT5-Large
62167,M2M-100
62168,ruGPT3-Large
62172,OPUS-MT
62173,M2M-100
62174,Human
62176,ruGPT2-Large
62179,M-BART50
62180,Human
62184,ruT5-Base-Multitask
62190,Human
62191,M2M-100
62193,Human
62194,Human
62198,OPUS-MT
62199,ruGPT3-Medium
62201,Human
62202,Human
62203,mT5-Large
62204,M-BART50
62212,M2M-100
62224,Human
62227,Human
62231,M-BART50
62232,M2M-100
62236,OPUS-MT
62239,mT5-Large
62247,M-BART50
62250,ruT5-Base
62251,Human
62256,ruT5-Base
62257,M2M-100
62267,M-BART50
62275,mT5-Large
62276,Human
62277,mT5-Small
62280,ruGPT3-Large
62286,ruGPT3-Small
62288,Human
62289,ruGPT3-Large
62293,ruGPT3-Large
62295,M2M-100
62301,OPUS-MT
62308,ruGPT3-Large
62310,ruGPT3-Large
62313,M2M-100
62314,M2M-100
62315,M2M-100
62316,M-BART50
62318,Human
62322,Human
62324,OPUS-MT
62325,mT5-Small
62329,Human
62333,M-BART50
62335,Human
62339,OPUS-MT
62341,Human
62347,ruGPT3-Large
62349,M-BART50
62350,Human
62354,OPUS-MT
62355,Human
62359,M2M-100
62363,ruT5-Base
62385,Human
62388,Human
62392,Human
62408,mT5-Large
62409,Human
62411,ruGPT3-Small
62416,Human
62418,ruGPT3-Small
62423,M-BART50
62425,Human
62426,OPUS-MT
62427,Human
62430,Human
62435,Human
62439,Human
62442,Human
62443,ruGPT3-Medium
62444,ruGPT3-Large
62448,OPUS-MT
62449,Human
62455,Human
62460,ruGPT3-Large
62462,OPUS-MT
62466,mT5-Small
62472,ruT5-Large
62473,ruT5-Base-Multitask
62474,mT5-Large
62476,Human
62481,Human
62489,M2M-100
62492,M-BART
62496,Human
62501,Human
62509,M-BART50
62514,Human
62517,Human
62518,M-BART50
62521,Human
62531,ruGPT3-Large
62535,Human
62537,Human
62538,M-BART
62539,OPUS-MT
62550,OPUS-MT
62557,Human
62563,ruGPT3-Large
62564,ruGPT3-Medium
62567,Human
62572,ruGPT3-Small
62576,M2M-100
62577,OPUS-MT
62579,ruGPT3-Medium
62582,ruGPT3-Large
62587,M-BART
62589,ruGPT3-Medium
62597,mT5-Large
62598,Human
62607,Human
62608,mT5-Large
62609,M-BART50
62610,ruGPT3-Medium
62618,ruGPT3-Large
62623,ruT5-Large
62631,Human
62632,Human
62633,M-BART50
62635,ruGPT3-Large
62641,ruGPT3-Small
62644,OPUS-MT
62648,Human
62651,ruT5-Base-Multitask
62653,M-BART50
62655,ruGPT3-Small
62658,Human
62662,ruGPT3-Large
62667,Human
62670,ruGPT3-Large
62671,M2M-100
62682,Human
62684,M-BART50
62686,ruGPT2-Large
62692,Human
62693,Human
62694,ruT5-Base-Multitask
62697,mT5-Large
62698,Human
62703,Human
62705,Human
62707,mT5-Large
62709,Human
62710,Human
62712,Human
62714,ruGPT2-Large
62717,M2M-100
62718,M-BART50
62721,Human
62723,M2M-100
62724,Human
62726,Human
62731,M-BART50
62733,Human
62734,OPUS-MT
62736,Human
62739,Human
62743,M-BART50
62751,OPUS-MT
62752,OPUS-MT
62754,Human
62756,Human
62759,mT5-Large
62761,mT5-Large
62764,ruT5-Base-Multitask
62770,M-BART50
62775,Human
62780,Human
62781,M-BART50
62782,Human
62785,M-BART50
62790,OPUS-MT
62791,ruGPT3-Small
62796,Human
62798,Human
62800,M2M-100
62803,ruGPT2-Large
62805,Human
62806,ruGPT3-Large
62808,M-BART50
62811,M2M-100
62814,ruT5-Large
62817,ruT5-Base
62822,M2M-100
62823,ruT5-Large
62825,M2M-100
62831,mT5-Small
62833,ruGPT3-Large
62837,Human
62838,Human
62839,ruT5-Base-Multitask
62844,mT5-Small
62846,ruT5-Base
62847,M-BART50
62849,mT5-Large
62851,mT5-Small
62853,ruGPT3-Medium
62856,M-BART
62857,Human
62864,ruGPT3-Large
62866,Human
62872,ruGPT3-Medium
62877,Human
62884,ruGPT3-Medium
62886,M2M-100
62887,ruGPT3-Large
62893,OPUS-MT
62895,Human
62897,Human
62899,mT5-Small
62900,Human
62903,mT5-Small
62910,Human
62919,Human
62925,Human
62932,Human
62934,OPUS-MT
62940,Human
62944,ruT5-Large
62946,Human
62949,ruGPT3-Large
62951,Human
62953,ruGPT3-Large
62957,ruT5-Base-Multitask
62959,OPUS-MT
62963,ruGPT3-Medium
62966,ruGPT3-Large
62968,ruGPT3-Large
62970,OPUS-MT
62976,Human
62979,M-BART50
62981,ruGPT3-Medium
62985,Human
62986,mT5-Small
62989,M-BART50
62992,Human
62993,OPUS-MT
62997,ruGPT3-Small
62999,ruGPT3-Small
63000,M-BART50
63001,ruGPT3-Small
63002,M-BART50
63011,ruGPT3-Large
63013,Human
63017,ruT5-Large
63018,Human
63022,Human
63023,Human
63024,mT5-Large
63026,Human
63027,ruGPT3-Medium
63028,OPUS-MT
63030,Human
63035,mT5-Large
63036,M-BART50
63045,ruGPT3-Large
63047,OPUS-MT
63049,Human
63057,Human
63058,Human
63065,OPUS-MT
63078,ruGPT3-Medium
63081,ruGPT3-Small
63083,ruGPT3-Large
63085,ruGPT3-Large
63087,ruT5-Base
63094,M-BART50
63098,ruGPT3-Large
63099,ruT5-Base-Multitask
63100,OPUS-MT
63101,Human
63103,Human
63111,M-BART50
63112,M-BART
63114,OPUS-MT
63115,ruGPT3-Medium
63116,Human
63117,ruGPT3-Large
63119,M-BART50
63120,M2M-100
63122,OPUS-MT
63125,Human
63127,Human
63131,ruGPT3-Small
63132,ruGPT3-Large
63136,M2M-100
63137,M2M-100
63138,mT5-Large
63147,M-BART50
63158,Human
63160,ruGPT3-Large
63163,ruGPT3-Small
63166,Human
63167,Human
63168,OPUS-MT
63169,M-BART50
63173,Human
63174,Human
63178,Human
63190,Human
63197,ruT5-Base-Multitask
63198,Human
63202,Human
63210,ruT5-Base-Multitask
63213,M-BART
63214,M-BART50
63219,Human
63224,mT5-Large
63226,Human
63228,M-BART50
63230,M-BART50
63231,Human
63232,Human
63233,Human
63236,Human
63241,M-BART
63244,ruGPT3-Large
63246,ruT5-Base
63251,mT5-Large
63256,Human
63259,Human
63265,OPUS-MT
63266,ruGPT2-Large
63269,Human
63270,M-BART50
63273,ruGPT3-Small
63281,ruGPT3-Small
63284,Human
63288,Human
63298,ruGPT3-Large
63306,mT5-Large
63308,ruGPT2-Large
63314,Human
63316,Human
63317,Human
63323,mT5-Small
63325,Human
63328,M-BART50
63335,mT5-Small
63338,ruGPT3-Large
63340,Human
63341,M-BART
63343,Human
63346,Human
63347,ruGPT3-Large
63348,ruGPT3-Large
63349,ruGPT3-Medium
63351,Human
63352,Human
63353,ruGPT3-Medium
63355,Human
63358,M-BART
63359,ruGPT3-Medium
63372,M-BART
63373,Human
63379,Human
63389,ruGPT3-Medium
63392,mT5-Large
63395,ruGPT2-Large
63400,mT5-Large
63401,Human
63405,ruGPT3-Large
63410,ruGPT3-Medium
63418,M-BART50
63423,ruGPT3-Medium
63424,Human
63425,ruGPT3-Small
63435,ruGPT3-Medium
63436,ruGPT3-Small
63438,ruGPT2-Large
63439,Human
63440,Human
63441,Human
63445,M-BART
63446,ruT5-Base-Multitask
63447,Human
63449,Human
63451,ruGPT2-Large
63452,M-BART50
63453,ruGPT3-Medium
63456,Human
63465,ruGPT3-Large
63467,ruT5-Large
63469,mT5-Small
63470,Human
63473,ruGPT3-Medium
63475,ruGPT3-Large
63476,ruGPT3-Medium
63481,ruGPT3-Small
63484,Human
63489,ruGPT3-Medium
63490,OPUS-MT
63493,ruGPT3-Large
63497,ruGPT3-Small
63508,M-BART50
63512,OPUS-MT
63519,ruGPT3-Large
63521,Human
63525,M-BART50
63530,ruT5-Base-Multitask
63534,ruT5-Base-Multitask
63535,OPUS-MT
63536,Human
63538,mT5-Large
63539,ruGPT3-Large
63541,Human
63546,ruGPT3-Large
63548,Human
63549,OPUS-MT
63552,mT5-Large
63554,OPUS-MT
63561,M2M-100
63562,OPUS-MT
63564,Human
63568,ruGPT3-Large
63574,M-BART
63575,M2M-100
63578,ruGPT3-Medium
63582,M-BART50
63584,Human
63586,Human
63587,ruGPT3-Medium
63592,Human
63595,OPUS-MT
63600,ruT5-Base
63604,Human
63605,Human
63606,Human
63610,OPUS-MT
63615,Human
63616,Human
63618,OPUS-MT
63619,M-BART50
63625,ruGPT3-Small
63628,ruGPT3-Medium
63630,Human
63632,ruGPT3-Large
63633,Human
63635,M2M-100
63639,Human
63643,M2M-100
63645,Human
63648,Human
63653,ruGPT3-Large
63658,M-BART50
63665,M2M-100
63687,M-BART
63694,Human
63703,Human
63710,Human
63711,ruT5-Base
63712,Human
63713,M-BART
63717,Human
63718,ruGPT3-Large
63719,M2M-100
63720,ruGPT3-Medium
63725,M2M-100
63734,Human
63736,Human
63738,M2M-100
63739,Human
63741,ruGPT3-Large
63745,M2M-100
63748,ruGPT3-Large
63749,M-BART50
63751,Human
63753,Human
63754,Human
63765,Human
63769,ruGPT3-Medium
63771,OPUS-MT
63772,M-BART50
63775,Human
63779,mT5-Small
63788,mT5-Small
63791,OPUS-MT
63795,M-BART50
63796,Human
63797,OPUS-MT
63801,Human
63803,Human
63805,Human
63818,M2M-100
63820,Human
63824,M-BART50
63827,Human
63834,Human
63836,mT5-Small
63839,ruGPT3-Small
63852,Human
63853,ruGPT3-Small
63854,M2M-100
63855,Human
63856,Human
63858,Human
63862,Human
63863,ruGPT3-Large
63866,Human
63868,OPUS-MT
63877,ruGPT3-Medium
63879,ruGPT3-Small
63883,M-BART
63887,M-BART50
63891,ruGPT3-Small
63895,mT5-Small
63898,mT5-Large
63899,M-BART50
63902,Human
63903,Human
63912,Human
63913,Human
63919,mT5-Small
63922,Human
63925,M-BART50
63927,ruGPT3-Small
63930,M-BART50
63932,ruT5-Base-Multitask
63936,Human
63941,Human
63946,ruGPT3-Large
63952,ruGPT3-Small
63954,ruT5-Base-Multitask
63960,M-BART
63962,Human
63963,ruGPT3-Small
63964,Human
63966,M2M-100
63967,ruGPT3-Small
63969,Human
63970,ruGPT3-Large
63972,ruGPT3-Small
63973,ruT5-Base
63975,Human
63983,OPUS-MT
63985,M-BART50
63987,Human
63992,ruGPT3-Small
63994,M2M-100
63998,mT5-Small
64000,ruT5-Large
64006,Human
64008,Human
64011,Human
64014,ruGPT3-Medium
64017,ruGPT3-Large
64018,OPUS-MT
64021,OPUS-MT
64029,ruGPT3-Large
64038,Human
64043,ruGPT3-Large
64045,Human
64047,ruGPT3-Small
64048,ruGPT3-Medium
64055,Human
64057,ruGPT3-Small
64062,ruT5-Base-Multitask
64063,M2M-100
64065,ruGPT3-Large
64068,Human
64069,M-BART50
64072,ruGPT3-Small
64076,Human
64078,Human
64081,ruGPT3-Large
64085,M-BART50
64087,Human
64088,M2M-100
64090,ruGPT3-Small
64092,M-BART50
64095,M-BART50
64097,Human
64104,ruGPT3-Large
64105,Human
64109,ruGPT2-Large
64112,M-BART50
64113,Human
64117,Human
64122,mT5-Large
64123,Human
64125,M2M-100
64126,M-BART50
64129,mT5-Small
64131,Human
64132,ruGPT3-Large
64136,Human
64143,ruGPT3-Small
64144,Human
64146,ruGPT3-Small
64150,ruGPT3-Medium
64154,M2M-100
64155,Human
64157,Human
64163,Human
64164,mT5-Small
64165,Human
64166,Human
64177,Human
64179,OPUS-MT
64184,mT5-Large
64187,Human
64190,ruGPT2-Large
64192,ruGPT3-Large
64193,M2M-100
64202,Human
64204,OPUS-MT
64210,mT5-Large
64213,M-BART50
64214,ruGPT3-Medium
64220,Human
64222,ruGPT3-Small
64224,Human
64225,Human
64226,mT5-Large
64227,M-BART50
64234,M2M-100
64236,ruT5-Base
64237,Human
64239,ruGPT3-Large
64247,ruGPT2-Large
64251,Human
64256,M-BART50
64258,ruGPT3-Large
64259,M2M-100
64260,Human
64261,mT5-Large
64265,OPUS-MT
64266,OPUS-MT
64270,ruGPT3-Medium
64274,mT5-Small
64275,M-BART50
64280,ruGPT3-Large
64281,M2M-100
64289,Human
64291,mT5-Large
